,Date,Warehouse,Product_Code,Product_Category,Order_Demand
158,2018-06-08,Whse_J,Product_1,Category_019,(20)
159,2018-06-09,Whse_J,Product_1,Category_019,(38)
160,2018-06-10,Whse_J,Product_1,Category_019,(20)
161,2018-06-11,Whse_J,Product_1,Category_019,(18)
162,2018-06-12,Whse_J,Product_1,Category_019,(22)
163,2018-06-13,Whse_J,Product_1,Category_019,(21)
164,2018-06-14,Whse_J,Product_1,Category_019,(22)
165,2018-06-15,Whse_J,Product_1,Category_019,(26)
166,2018-06-16,Whse_J,Product_1,Category_019,(23)
167,2018-06-17,Whse_J,Product_1,Category_019,(13)
168,2018-06-18,Whse_J,Product_1,Category_019,(21)
169,2018-06-19,Whse_J,Product_1,Category_019,(18)
170,2018-06-20,Whse_J,Product_1,Category_019,(24)
171,2018-06-21,Whse_J,Product_1,Category_019,(19)
172,2018-06-22,Whse_J,Product_1,Category_019,(23)
173,2018-06-23,Whse_J,Product_1,Category_019,(24)
174,2018-06-24,Whse_J,Product_1,Category_019,(17)
175,2018-06-25,Whse_J,Product_1,Category_019,(21)
176,2018-06-26,Whse_J,Product_1,Category_019,(21)
177,2018-06-27,Whse_J,Product_1,Category_019,(26)
178,2018-06-28,Whse_J,Product_1,Category_019,(17)
179,2018-06-29,Whse_J,Product_1,Category_019,(20)
180,2018-06-30,Whse_J,Product_1,Category_019,(24)
181,2018-07-01,Whse_J,Product_1,Category_019,(23)
182,2018-07-02,Whse_J,Product_1,Category_019,(17)
183,2018-07-03,Whse_J,Product_1,Category_019,(12)
184,2018-07-04,Whse_J,Product_1,Category_019,(24)
185,2018-07-05,Whse_J,Product_1,Category_019,(17)
186,2018-07-06,Whse_J,Product_1,Category_019,(16)
187,2018-07-07,Whse_J,Product_1,Category_019,(34)
188,2018-07-08,Whse_J,Product_1,Category_019,(20)
189,2018-07-09,Whse_J,Product_1,Category_019,(23)
190,2018-07-10,Whse_J,Product_1,Category_019,(14)
191,2018-07-11,Whse_J,Product_1,Category_019,(25)
192,2018-07-12,Whse_J,Product_1,Category_019,(29)
193,2018-07-13,Whse_J,Product_1,Category_019,(22)
194,2018-07-14,Whse_J,Product_1,Category_019,(29)
195,2018-07-15,Whse_J,Product_1,Category_019,(18)
196,2018-07-16,Whse_J,Product_1,Category_019,(12)
197,2018-07-17,Whse_J,Product_1,Category_019,(16)
198,2018-07-18,Whse_J,Product_1,Category_019,(21)
199,2018-07-19,Whse_J,Product_1,Category_019,(25)
200,2018-07-20,Whse_J,Product_1,Category_019,(25)
201,2018-07-21,Whse_J,Product_1,Category_019,(26)
202,2018-07-22,Whse_J,Product_1,Category_019,(18)
203,2018-07-23,Whse_J,Product_1,Category_019,(17)
204,2018-07-24,Whse_J,Product_1,Category_019,(21)
205,2018-07-25,Whse_J,Product_1,Category_019,(21)
206,2018-07-26,Whse_J,Product_1,Category_019,(31)
207,2018-07-27,Whse_J,Product_1,Category_019,(19)
208,2018-07-28,Whse_J,Product_1,Category_019,(25)
209,2018-07-29,Whse_J,Product_1,Category_019,(8)
210,2018-07-30,Whse_J,Product_1,Category_019,(26)
211,2018-07-31,Whse_J,Product_1,Category_019,(27)
212,2018-08-01,Whse_J,Product_1,Category_019,(21)
213,2018-08-02,Whse_J,Product_1,Category_019,(19)
214,2018-08-03,Whse_J,Product_1,Category_019,(24)
215,2018-08-04,Whse_J,Product_1,Category_019,(26)
216,2018-08-05,Whse_J,Product_1,Category_030,(17)
217,2018-08-06,Whse_J,Product_1,Category_030,(10)
218,2018-08-07,Whse_J,Product_1,Category_030,(25)
219,2018-08-08,Whse_J,Product_1,Category_019,(20)
220,2018-08-09,Whse_J,Product_1,Category_019,(19)
221,2018-08-10,Whse_J,Product_1,Category_019,(22)
222,2018-08-11,Whse_J,Product_1,Category_030,(25)
223,2018-08-12,Whse_J,Product_1,Category_030,(10)
224,2018-08-13,Whse_J,Product_1,Category_030,(11)
225,2018-08-14,Whse_J,Product_1,Category_030,(19)
226,2018-08-15,Whse_J,Product_1,Category_030,(22)
227,2018-08-16,Whse_J,Product_1,Category_006,(15)
228,2018-08-17,Whse_J,Product_1,Category_006,(29)
229,2018-08-18,Whse_J,Product_1,Category_006,(27)
230,2018-08-19,Whse_J,Product_1,Category_006,(11)
231,2018-08-20,Whse_J,Product_1,Category_006,(15)
232,2018-08-21,Whse_J,Product_1,Category_006,(20)
233,2018-08-22,Whse_J,Product_1,Category_006,(20)
234,2018-08-23,Whse_J,Product_1,Category_006,(19)
235,2018-08-24,Whse_J,Product_1,Category_006,(19)
236,2018-08-25,Whse_J,Product_1,Category_006,(23)
237,2018-08-26,Whse_J,Product_1,Category_006,(11)
238,2018-08-27,Whse_J,Product_1,Category_006,(16)
239,2018-08-28,Whse_J,Product_1,Category_006,(20)
240,2018-08-29,Whse_J,Product_1,Category_006,(14)
241,2018-08-30,Whse_J,Product_1,Category_006,(20)
242,2018-08-31,Whse_J,Product_1,Category_006,(25)
243,2018-09-01,Whse_J,Product_1,Category_006,(25)
244,2018-09-02,Whse_J,Product_1,Category_006,(10)
245,2018-09-03,Whse_J,Product_1,Category_006,(16)
246,2018-09-04,Whse_J,Product_1,Category_006,(10)
247,2018-09-05,Whse_J,Product_1,Category_006,(16)
248,2018-09-06,Whse_J,Product_1,Category_006,(20)
249,2018-09-07,Whse_J,Product_1,Category_006,(20)
250,2018-09-08,Whse_J,Product_1,Category_006,(19)
251,2018-09-09,Whse_J,Product_1,Category_006,(15)
252,2018-09-10,Whse_J,Product_1,Category_006,(17)
253,2018-09-11,Whse_J,Product_1,Category_006,(26)
254,2018-09-12,Whse_J,Product_1,Category_006,(14)
255,2018-09-13,Whse_J,Product_1,Category_006,(16)
256,2018-09-14,Whse_J,Product_1,Category_006,(27)
257,2018-09-15,Whse_J,Product_1,Category_006,(14)
258,2018-09-16,Whse_J,Product_1,Category_006,(16)
259,2018-09-17,Whse_J,Product_1,Category_006,(20)
260,2018-09-18,Whse_J,Product_1,Category_006,(18)
261,2018-09-19,Whse_J,Product_1,Category_006,(16)
262,2018-09-20,Whse_J,Product_1,Category_006,(11)
263,2018-09-21,Whse_J,Product_1,Category_006,(13)
264,2018-09-22,Whse_J,Product_1,Category_006,(16)
265,2018-09-23,Whse_J,Product_1,Category_006,(18)
266,2018-09-24,Whse_J,Product_1,Category_006,(14)
267,2018-09-25,Whse_J,Product_1,Category_019,(17)
268,2018-09-26,Whse_J,Product_1,Category_019,(20)
269,2018-09-27,Whse_J,Product_1,Category_019,(22)
270,2018-09-28,Whse_J,Product_1,Category_019,(13)
271,2018-09-29,Whse_J,Product_1,Category_019,(20)
272,2018-09-30,Whse_J,Product_1,Category_019,(20)
273,2018-10-01,Whse_J,Product_1,Category_019,(12)
274,2018-10-02,Whse_J,Product_1,Category_019,(11)
275,2018-10-03,Whse_J,Product_1,Category_019,(14)
276,2018-10-04,Whse_J,Product_1,Category_019,(14)
277,2018-10-05,Whse_J,Product_1,Category_019,(14)
278,2018-10-06,Whse_J,Product_1,Category_019,(20)
279,2018-10-07,Whse_J,Product_1,Category_019,(13)
280,2018-10-08,Whse_J,Product_1,Category_019,(13)
281,2018-10-09,Whse_J,Product_1,Category_019,(14)
282,2018-10-10,Whse_J,Product_1,Category_019,(20)
283,2018-10-11,Whse_J,Product_1,Category_019,(17)
284,2018-10-12,Whse_J,Product_1,Category_019,(17)
285,2018-10-13,Whse_J,Product_1,Category_019,(20)
286,2018-10-14,Whse_J,Product_1,Category_019,(15)
287,2018-10-15,Whse_J,Product_1,Category_019,(15)
288,2018-10-16,Whse_J,Product_1,Category_019,(15)
289,2018-10-17,Whse_J,Product_1,Category_019,(10)
290,2018-10-18,Whse_J,Product_1,Category_019,(10)
291,2018-10-19,Whse_J,Product_1,Category_019,(18)
292,2018-10-20,Whse_J,Product_1,Category_019,(25)
293,2018-10-21,Whse_J,Product_1,Category_019,(13)
294,2018-10-22,Whse_J,Product_1,Category_019,(11)
295,2018-10-23,Whse_J,Product_1,Category_019,(16)
296,2018-10-24,Whse_J,Product_1,Category_019,(17)
297,2018-10-25,Whse_J,Product_1,Category_019,(18)
298,2018-10-26,Whse_J,Product_1,Category_019,(19)
299,2018-10-27,Whse_J,Product_1,Category_019,(14)
300,2018-10-28,Whse_J,Product_1,Category_019,(11)
301,2018-10-29,Whse_J,Product_1,Category_019,(17)
302,2018-10-30,Whse_J,Product_1,Category_019,(20)
303,2018-10-31,Whse_J,Product_1,Category_019,(21)
304,2018-11-01,Whse_J,Product_1,Category_019,(20)
305,2018-11-02,Whse_J,Product_1,Category_019,(24)
306,2018-11-03,Whse_J,Product_1,Category_019,(19)
307,2018-11-04,Whse_J,Product_1,Category_019,(12)
308,2018-11-05,Whse_J,Product_1,Category_019,(20)
309,2018-11-06,Whse_J,Product_1,Category_019,(16)
310,2018-11-07,Whse_J,Product_1,Category_019,(17)
311,2018-11-08,Whse_J,Product_1,Category_019,(22)
312,2018-11-09,Whse_J,Product_1,Category_019,(18)
313,2018-11-10,Whse_J,Product_1,Category_005,(23)
314,2018-11-11,Whse_J,Product_1,Category_005,(16)
315,2018-11-12,Whse_J,Product_1,Category_005,(20)
316,2018-11-13,Whse_J,Product_1,Category_005,(20)
317,2018-11-14,Whse_J,Product_1,Category_005,(9)
318,2018-11-15,Whse_J,Product_1,Category_005,(18)
319,2018-11-16,Whse_J,Product_1,Category_005,(13)
320,2018-11-17,Whse_J,Product_1,Category_005,(17)
321,2018-11-18,Whse_J,Product_1,Category_005,(17)
322,2018-11-19,Whse_J,Product_1,Category_005,(18)
323,2018-11-20,Whse_J,Product_1,Category_005,(17)
324,2018-11-21,Whse_J,Product_1,Category_005,(16)
325,2018-11-22,Whse_J,Product_1,Category_005,(17)
326,2018-11-23,Whse_J,Product_1,Category_005,(31)
327,2018-11-24,Whse_J,Product_1,Category_005,(20)
328,2018-11-25,Whse_J,Product_1,Category_005,(16)
329,2018-11-26,Whse_J,Product_1,Category_005,(25)
330,2018-11-27,Whse_J,Product_1,Category_005,(25)
331,2018-11-28,Whse_J,Product_1,Category_005,(17)
332,2018-11-29,Whse_J,Product_1,Category_005,(19)
333,2018-11-30,Whse_J,Product_1,Category_005,(30)
334,2018-12-01,Whse_J,Product_1,Category_005,(16)
335,2018-12-02,Whse_J,Product_1,Category_005,(8)
336,2018-12-03,Whse_J,Product_1,Category_005,(21)
337,2018-12-04,Whse_J,Product_1,Category_005,(6)
338,2018-12-05,Whse_J,Product_1,Category_005,(13)
339,2018-12-06,Whse_J,Product_1,Category_005,(15)
340,2018-12-07,Whse_J,Product_1,Category_005,(17)
341,2018-12-08,Whse_J,Product_1,Category_005,(17)
342,2018-12-09,Whse_J,Product_1,Category_005,(8)
343,2018-12-10,Whse_J,Product_1,Category_005,(14)
344,2018-12-11,Whse_J,Product_1,Category_005,(7)
345,2018-12-12,Whse_J,Product_1,Category_005,(5)
346,2018-12-13,Whse_J,Product_1,Category_005,(13)
347,2018-12-14,Whse_J,Product_1,Category_005,(16)
348,2018-12-15,Whse_J,Product_1,Category_005,(15)
349,2018-12-16,Whse_J,Product_1,Category_005,(15)
350,2018-12-17,Whse_J,Product_1,Category_005,(8)
351,2018-12-18,Whse_J,Product_1,Category_005,(18)
352,2018-12-19,Whse_J,Product_1,Category_005,(7)
353,2018-12-20,Whse_J,Product_1,Category_005,(13)
354,2018-12-21,Whse_J,Product_1,Category_005,(11)
355,2018-12-22,Whse_J,Product_1,Category_005,(9)
356,2018-12-23,Whse_J,Product_1,Category_005,(8)
357,2018-12-24,Whse_J,Product_1,Category_005,(17)
358,2018-12-25,Whse_J,Product_1,Category_005,(6)
359,2018-12-26,Whse_J,Product_1,Category_005,(16)
360,2018-12-27,Whse_J,Product_1,Category_005,(18)
361,2018-12-28,Whse_J,Product_1,Category_005,(17)
362,2018-12-29,Whse_J,Product_1,Category_005,(14)
363,2018-12-30,Whse_J,Product_1,Category_005,(5)
364,2018-12-31,Whse_J,Product_1,Category_005,(15)
365,2019-01-01,Whse_J,Product_1,Category_019,(9)
366,2019-01-02,Whse_J,Product_1,Category_019,(14)
367,2019-01-03,Whse_J,Product_1,Category_019,(11)
368,2019-01-04,Whse_J,Product_1,Category_019,(20)
369,2019-01-05,Whse_J,Product_1,Category_019,(17)
370,2019-01-06,Whse_J,Product_1,Category_019,(14)
371,2019-01-07,Whse_J,Product_1,Category_019,(11)
372,2019-01-08,Whse_J,Product_1,Category_019,(12)
373,2019-01-09,Whse_J,Product_1,Category_019,(17)
374,2019-01-10,Whse_J,Product_1,Category_019,(12)
375,2019-01-11,Whse_J,Product_1,Category_019,(17)
376,2019-01-12,Whse_J,Product_1,Category_019,(12)
377,2019-01-13,Whse_J,Product_1,Category_019,(12)
378,2019-01-14,Whse_J,Product_1,Category_019,(17)
379,2019-01-15,Whse_J,Product_1,Category_019,(17)
380,2019-01-16,Whse_J,Product_1,Category_019,(15)
381,2019-01-17,Whse_J,Product_1,Category_019,(18)
382,2019-01-18,Whse_J,Product_1,Category_019,(15)
383,2019-01-19,Whse_J,Product_1,Category_019,(12)
384,2019-01-20,Whse_J,Product_1,Category_019,(6)
385,2019-01-21,Whse_J,Product_1,Category_019,(7)
386,2019-01-22,Whse_J,Product_1,Category_019,(21)
387,2019-01-23,Whse_J,Product_1,Category_019,(18)
388,2019-01-24,Whse_J,Product_1,Category_019,(18)
389,2019-01-25,Whse_J,Product_1,Category_019,(21)
390,2019-01-26,Whse_J,Product_1,Category_019,(16)
391,2019-01-27,Whse_J,Product_1,Category_019,(8)
392,2019-01-28,Whse_J,Product_1,Category_019,(6)
393,2019-01-29,Whse_J,Product_1,Category_019,(13)
394,2019-01-30,Whse_J,Product_1,Category_019,(11)
395,2019-01-31,Whse_J,Product_1,Category_019,(18)
396,2019-02-01,Whse_J,Product_1,Category_019,(13)
397,2019-02-02,Whse_J,Product_1,Category_019,(16)
398,2019-02-03,Whse_J,Product_1,Category_019,(10)
399,2019-02-04,Whse_J,Product_1,Category_019,(9)
400,2019-02-05,Whse_J,Product_1,Category_019,(21)
401,2019-02-06,Whse_J,Product_1,Category_019,(17)
402,2019-02-07,Whse_J,Product_1,Category_019,(15)
403,2019-02-08,Whse_J,Product_1,Category_019,(15)
404,2019-02-09,Whse_J,Product_1,Category_019,(18)
405,2019-02-10,Whse_J,Product_1,Category_019,(10)
406,2019-02-11,Whse_J,Product_1,Category_019,(10)
407,2019-02-12,Whse_J,Product_1,Category_019,(9)
408,2019-02-13,Whse_J,Product_1,Category_019,(22)
409,2019-02-14,Whse_J,Product_1,Category_019,(20)
410,2019-02-15,Whse_J,Product_1,Category_019,(20)
411,2019-02-16,Whse_J,Product_1,Category_019,(13)
412,2019-02-17,Whse_J,Product_1,Category_019,(11)
413,2019-02-18,Whse_J,Product_1,Category_019,(11)
414,2019-02-19,Whse_J,Product_1,Category_019,(16)
415,2019-02-20,Whse_J,Product_1,Category_019,(19)
416,2019-02-21,Whse_J,Product_1,Category_019,(16)
417,2019-02-22,Whse_J,Product_1,Category_019,(17)
418,2019-02-23,Whse_J,Product_1,Category_019,(13)
419,2019-02-24,Whse_J,Product_1,Category_019,(7)
420,2019-02-25,Whse_J,Product_1,Category_019,(14)
421,2019-02-26,Whse_J,Product_1,Category_019,(17)
422,2019-02-27,Whse_J,Product_1,Category_019,(10)
423,2019-02-28,Whse_J,Product_1,Category_019,(16)
424,2019-03-01,Whse_J,Product_1,Category_019,(20)
425,2019-03-02,Whse_J,Product_1,Category_019,(15)
426,2019-03-03,Whse_J,Product_1,Category_019,(12)
427,2019-03-04,Whse_J,Product_1,Category_019,(11)
428,2019-03-05,Whse_J,Product_1,Category_019,(18)
429,2019-03-06,Whse_J,Product_1,Category_019,(19)
430,2019-03-07,Whse_J,Product_1,Category_019,(21)
431,2019-03-08,Whse_J,Product_1,Category_019,(14)
432,2019-03-09,Whse_J,Product_1,Category_019,(21)
433,2019-03-10,Whse_J,Product_1,Category_019,(13)
434,2019-03-11,Whse_J,Product_1,Category_019,(14)
435,2019-03-12,Whse_J,Product_1,Category_019,(24)
436,2019-03-13,Whse_J,Product_1,Category_019,(17)
437,2019-03-14,Whse_J,Product_1,Category_019,(16)
438,2019-03-15,Whse_J,Product_1,Category_019,(22)
439,2019-03-16,Whse_J,Product_1,Category_019,(31)
440,2019-03-17,Whse_J,Product_1,Category_019,(19)
441,2019-03-18,Whse_J,Product_1,Category_019,(17)
442,2019-03-19,Whse_J,Product_1,Category_019,(24)
443,2019-03-20,Whse_J,Product_1,Category_019,(21)
444,2019-03-21,Whse_J,Product_1,Category_019,(18)
445,2019-03-22,Whse_J,Product_1,Category_019,(20)
446,2019-03-23,Whse_J,Product_1,Category_019,(25)
447,2019-03-24,Whse_J,Product_1,Category_019,(4)
448,2019-03-25,Whse_J,Product_1,Category_019,(15)
449,2019-03-26,Whse_J,Product_1,Category_019,(17)
450,2019-03-27,Whse_J,Product_1,Category_019,(17)
451,2019-03-28,Whse_J,Product_1,Category_019,(16)
452,2019-03-29,Whse_J,Product_1,Category_019,(18)
453,2019-03-30,Whse_J,Product_1,Category_019,(15)
454,2019-03-31,Whse_J,Product_1,Category_019,(15)
455,2019-04-01,Whse_J,Product_1,Category_019,(19)
456,2019-04-02,Whse_J,Product_1,Category_019,(11)
457,2019-04-03,Whse_J,Product_1,Category_019,(16)
458,2019-04-04,Whse_J,Product_1,Category_019,(17)
459,2019-04-05,Whse_J,Product_1,Category_019,(21)
460,2019-04-06,Whse_J,Product_1,Category_019,(26)
461,2019-04-07,Whse_J,Product_1,Category_019,(19)
462,2019-04-08,Whse_J,Product_1,Category_019,(19)
463,2019-04-09,Whse_J,Product_1,Category_019,(20)
464,2019-04-10,Whse_J,Product_1,Category_019,(18)
465,2019-04-11,Whse_J,Product_1,Category_019,(23)
466,2019-04-12,Whse_J,Product_1,Category_019,(19)
467,2019-04-13,Whse_J,Product_1,Category_019,(22)
468,2019-04-14,Whse_J,Product_1,Category_019,(20)
469,2019-04-15,Whse_J,Product_1,Category_019,(22)
470,2019-04-16,Whse_J,Product_1,Category_019,(20)
471,2019-04-17,Whse_J,Product_1,Category_019,(18)
472,2019-04-18,Whse_J,Product_1,Category_019,(20)
473,2019-04-19,Whse_J,Product_1,Category_019,(22)
474,2019-04-20,Whse_J,Product_1,Category_019,(22)
475,2019-04-21,Whse_J,Product_1,Category_019,(17)
476,2019-04-22,Whse_J,Product_1,Category_019,(12)
477,2019-04-23,Whse_J,Product_1,Category_019,(16)
478,2019-04-24,Whse_J,Product_1,Category_019,(25)
479,2019-04-25,Whse_J,Product_1,Category_019,(22)
